Date,Material,Count
1881,synthetic->carbon,4
1881,metal->mercury,1
1881,fibre,3
1881,ceramic,2
1881,metal->bronze,2
1881,metal->zinc,1
1881,paper->,1
1881,stone->mica,1
1881,glass,2
1881,synthetic,2
1881,fibre->,1
1881,fibre->silk - possible,1
1881,paper->card stock,85
1881,paper - possible,1
1882,metal->cast-iron,5
1882,metal->steel,9
1882,wood,13
1882,wood->,7
1882,metal->iron,10
1882,resin->ebonite,1
1882,metal->brass,11
1882,glass,6
1882,synthetic->ivoride - possible,1
1882,metal->tin,1
1882,paper->,2
1882,composite->ink,1
1882,metal->,4
1882,skin->suede,1
1882,fibre->cotton,1
1882,resin->rubber,5
1882,skin->leather,1
1882,metal,8
1882,synthetic->,1
1882,fibre->,2
1882,paper,1
1882,metal->silver,1
1882,fibre,3
1882,glass->,5
1882,metal->platinum,2
1882,synthetic->carbon,4
1882,metal->copper,9
1882,metal->bronze,2
1882,stone->mica,3
1882,synthetic,1
1882,resin->,1
1882,synthetic->bakelite - possible,1
1882,ceramic->porcelain,1
1882,composite,1
1882,metal->aluminum - possible,1
1882,metal->mercury,2
1882,fibre->silk - possible,1
1882,metal->bronze - possible,1
1883,metal->cast-iron,4
1883,metal->iron,6
1883,metal,7
1883,wood,12
1883,glass,4
1883,metal->copper,7
1883,metal->steel,7
1883,metal->brass,10
1883,metal->aluminum,1
1883,metal->nickel,2
1883,paper,4
1883,wood->,2
1883,metal->,2
1883,fibre->canvas,1
1883,glass->,2
1883,synthetic->carbon,3
1883,metal->platinum,1
1883,ceramic->plaster,1
1883,metal->bronze,3
1883,stone->mica,1
1883,synthetic,1
1883,ceramic->porcelain,1
1883,stone->asbestos,1
1883,resin->rubber,1
1883,fibre->silk - possible,1
1884,paper->,2
1884,composite->ink,1
1884,resin->wax,1
1884,metal->brass,8
1884,wood->mahogany,1
1884,fibre,2
1884,metal->steel,5
1884,metal->copper,5
1884,synthetic,2
1884,wood,10
1884,metal,13
1884,wood->,4
1884,metal->,4
1884,stone->mica,2
1884,paper,4
1884,wood->oak,1
1884,metal->chromium,1
1884,,1
1884,glass,6
1884,metal->iron,4
1884,resin->rubber,3
1884,skin->leather,3
1884,metal->cast-iron - possible,1
1884,bone->ivory,1
1884,metal->lead,1
1884,metal->silver,1
1884,glass->,5
1884,synthetic->carbon,6
1884,metal->platinum,4
1884,ceramic->plaster,1
1884,ceramic->porcelain,1
1884,fibre->,1
1884,metal->bronze,2
1884,fibre->linen,1
1884,synthetic->bakelite,1
1884,metal->cast-iron,1
1885,metal->brass,30
1885,metal->iron,12
1885,glass->,25
1885,wood->,22
1885,fibre->velvet,2
1885,paper->,4
1885,composite->ink,1
1885,metal->,19
1885,fibre->sisal,2
1885,metal->steel,12
1885,metal->cast-iron,8
1885,fibre->canvas,2
1885,metal->copper,12
1885,fibre->,3
1885,ceramic->porcelain,2
1885,wood,25
1885,synthetic->bakelite,6
1885,wood->pine,1
1885,wood->oak,1
1885,metal->silver,2
1885,glass,24
1885,metal,20
1885,paper,7
1885,,4
1885,synthetic->plastic,1
1885,resin->ebonite,4
1885,synthetic->,1
1885,synthetic,3
1885,wood->rosewood,1
1885,resin->rubber,6
1885,metal->aluminum,1
1885,stone->,1
1885,fibre,5
1885,skin,1
1885,wood->mahogany,1
1885,skin->leather,5
1885,metal->nickel - possible,5
1885,metal->tin,1
1885,fibre->cotton - possible,1
1885,metal->steel - possible,1
1885,bone->ivory,3
1885,metal->nickel,2
1885,synthetic->carbon,20
1885,ceramic->plaster,3
1885,metal->platinum,19
1885,ceramic->,2
1885,wood->cork,4
1885,stone->mica,1
1885,fibre->cotton,1
1885,wood->lignum vitae,1
1885,bone,1
1885,fibre->felt,2
1885,wood->ebony - possible,1
1885,bone - possible->ivory - possible,1
1885,wood->mahogany - possible,1
1886,metal,13
1886,paper->,3
1886,composite->ink,1
1886,paper->cardboard,2
1886,metal->brass,18
1886,metal->steel,7
1886,,2
1886,resin->ebonite,1
1886,wood->,9
1886,stone->mica,2
1886,metal->cast-iron,2
1886,resin->rubber,5
1886,ceramic->porcelain,5
1886,metal->copper,9
1886,wood,8
1886,metal->,4
1886,skin->leather,3
1886,bone->ivory,1
1886,glass,2
1886,metal->iron - possible,1
1886,glass->enamel,2
1886,glass->,8
1886,paper,3
1886,metal->silver,1
1886,fibre->velvet,1
1886,resin->wax,1
1886,fibre->silk,1
1886,metal->platinum,6
1886,synthetic->carbon,7
1886,metal->iron,1
1886,fibre->,1
1886,stone - possible->mica - possible,1
1886,fibre,1
1887,paper,6
1887,wood->,7
1887,metal->,7
1887,fibre->canvas,1
1887,metal,8
1887,metal->iron,2
1887,metal->steel,7
1887,glass,30
1887,,2
1887,metal->brass,8
1887,wood,8
1887,resin->rubber,6
1887,skin->leather,3
1887,metal->cast-iron,4
1887,wood->maple,2
1887,synthetic,4
1887,metal->copper,6
1887,synthetic->,2
1887,glass->enamel,3
1887,glass->,2
1887,metal->platinum,1
1887,synthetic->carbon,1
1887,metal->bronze,1
1887,fibre->linen,1
1887,fibre,2
1887,fibre->silk - possible,1
1887,paper->cardboard,1
1887,resin - possible->rubber - possible,1
1887,synthetic->bakelite - possible,1
1888,metal->,11
1888,skin->leather,8
1888,metal->brass,18
1888,paper,10
1888,metal,16
1888,metal->iron,7
1888,metal->steel,7
1888,wood,18
1888,,3
1888,wood->,11
1888,stone->mica,2
1888,metal->cast-iron,2
1888,metal->tin,3
1888,wood->oak,3
1888,resin->phenolic-epoxy - possible,1
1888,resin->rubber,5
1888,wood->hickory - possible,1
1888,glass->,9
1888,metal->brass - possible,1
1888,glass->enamel,2
1888,metal->silver,2
1888,fibre,3
1888,paper->,2
1888,plant->wheat,1
1888,paper->cardboard,1
1888,ceramic->plaster,1
1888,metal->nickel,1
1888,fibre->felt,1
1888,ceramic->porcelain,2
1888,synthetic->carbon,8
1888,metal->platinum,6
1888,metal->copper,5
1888,composite->,1
1888,metal->lead,1
1888,fibre->silk - possible,1
1888,glass,1
1888,fibre->velvet,2
1888,fibre->silk,2
1888,synthetic,1
1888,animal->sponge,2
1888,fibre - possible,2
1889,metal->brass,17
1889,glass,5
1889,wood,14
1889,metal,14
1889,glass->,6
1889,synthetic->carbon,4
1889,metal->,10
1889,ceramic->porcelain,2
1889,wood->oak,1
1889,metal->steel,9
1889,paper,4
1889,synthetic,3
1889,metal->nickel,1
1889,paper->cardboard,2
1889,wood->,6
1889,skin->leather,2
1889,metal->stainless steel,1
1889,metal->iron,3
1889,resin->rubber - possible,1
1889,wood->mahogany,1
1889,metal->silver,3
1889,glass->enamel,1
1889,metal->copper,6
1889,metal->platinum,1
1889,ceramic,1
1889,metal->bronze,2
1889,fibre,1
1889,metal->cast-iron,3
1889,fibre->,2
1889,resin->rubber,2
1889,metal->brass - possible,1
1889,wood->cork,1
1889,synthetic - possible,1
1889,resin - possible->rubber - possible,1
1889,wood->spruce,2
1889,wood->mahogany - possible,2
1889,paper - possible,1
1889,plant->wicker,1
1889,skin - possible->leather - possible,1
1890,wood->,72
1890,metal->steel,56
1890,wood,124
1890,metal,115
1890,metal->brass,93
1890,paper->,5
1890,composite->ink,2
1890,paper,115
1890,metal->cast-iron,25
1890,skin->leather,34
1890,skin,4
1890,fibre,29
1890,glass,45
1890,metal->,41
1890,glass->,51
1890,fibre->,5
1890,metal->white metal,1
1890,wood->mahogany,6
1890,metal->aluminum,7
1890,bone->ivory,2
1890,paper->cardboard,8
1890,synthetic->plastic,1
1890,synthetic,23
1890,ceramic->porcelain,9
1890,synthetic->carbon,35
1890,metal->iron,40
1890,fibre->canvas,4
1890,ceramic,6
1890,metal->tin,2
1890,synthetic->plastic - possible,1
1890,resin,1
1890,fibre->velvet,2
1890,paper->papier-mache,1
1890,synthetic->celluloid,6
1890,wood->oak,3
1890,synthetic->bakelite,4
1890,wood->pine,2
1890,wood->cherry,2
1890,metal->mercury,6
1890,metal->iron - possible,4
1890,metal->steel - possible,14
1890,metal->copper,46
1890,resin->rubber,13
1890,animal,1
1890,metal->bronze,7
1890,metal->zinc,6
1890,,4
1890,metal->nickel,6
1890,plant,1
1890,metal->brass - possible,12
1890,metal->bronze - possible,1
1890,metal->wrought iron - possible,1
1890,synthetic->leatherette,1
1890,fibre->felt,2
1890,wood->maple,2
1890,wood->maple - possible,1
1890,metal->silver,4
1890,fibre->silk,1
1890,wood->cork,3
1890,fibre->linen,1
1890,stone,2
1890,metal->platinum,31
1890,ceramic->plaster,2
1890,resin->wax,2
1890,bone,2
1890,stone->mica,2
1890,synthetic->,4
1890,fibre->cotton,3
1890,resin - possible->rubber - possible,4
1890,metal->gold,1
1890,fibre->silk - possible,3
1890,wood->cedar,2
1890,wood->walnut,2
1890,wood->elm,2
1890,wood->butternut,2
1890,stone->asbestos,1
1890,animal->hair,9
1890,synthetic->acetate,1
1890,resin->vulcanite,1
1890,metal->lead - possible,1
1890,synthetic - possible,1
1890,resin->vulcanite - possible,2
1890,fibre->velvet - possible,1
1890,skin - possible->leather - possible,1
1890,wood - possible->,2
1890,synthetic->French ivory,1
1890,paper->glassine - possible,1
1890,paper->wax paper - possible,1
1890,resin->wax - possible,1
1890,metal->lead,1
1890,metal->zinc - possible,1
1890,fibre->cotton - possible,1
1890,animal - possible->hair - possible,1
1890,wood->oak - possible,1
1890,metal->cast-iron - possible,1
1890,wood->boxwood,2
1890,wood->basswood,1
1890,wood->walnut - possible,1
1890,wood->spruce,4
1890,wood->mahogany - possible,4
1890,paper - possible,2
1890,skin->sheep,1
1891,metal->brass,20
1891,metal->silver,5
1891,glass,3
1891,wood,74
1891,metal,16
1891,glass->,4
1891,wood->,10
1891,fibre->,3
1891,skin->leather,4
1891,metal->cast-iron,12
1891,synthetic->bakelite,1
1891,,10
1891,synthetic,17
1891,paper,20
1891,paper->cardboard,1
1891,metal->steel,12
1891,fibre,9
1891,metal->,3
1891,paper->,1
1891,synthetic->,4
1891,resin->rubber,2
1891,metal->copper,13
1891,glass->enamel,1
1891,fibre->silk,1
1891,metal->nickel,1
1891,metal->bronze,2
1891,stone->agate,1
1891,synthetic->carbon,5
1891,ceramic->porcelain,3
1891,metal->iron,3
1891,fibre->linen,1
1891,fibre->silk - possible,1
1891,wood->spruce,2
1891,metal - possible->,1
1891,synthetic->French ivory,1
1892,paper,7
1892,wood->,8
1892,metal->iron,7
1892,metal->copper,12
1892,glass->,7
1892,fibre->,4
1892,skin->leather,2
1892,metal->steel,12
1892,wood,10
1892,glass,4
1892,fibre,7
1892,paper->,2
1892,composite->ink,1
1892,,3
1892,metal,12
1892,metal->cast-iron,6
1892,metal->brass,12
1892,wood->mahogany,1
1892,metal->,4
1892,resin->rubber,3
1892,glass->enamel,1
1892,fibre->silk,1
1892,ceramic->porcelain,3
1892,metal->platinum,1
1892,synthetic->carbon,7
1892,stone->mica,4
1892,resin - possible,1
1892,paper - possible,1
1892,metal->bronze,6
1892,synthetic,1
1892,metal->gold,4
1892,metal->aluminum,3
1892,stone->agate,3
1892,fibre->silk - possible,3
1892,metal->silver,1
1892,metal->mercury,1
1892,skin,1
1893,metal->brass,9
1893,skin->leather,1
1893,wood->,6
1893,wood,7
1893,glass,9
1893,metal->copper,5
1893,stone->graphite,1
1893,metal->cast-iron,3
1893,metal->steel,5
1893,metal,13
1893,wood->oak,1
1893,paper,15
1893,metal->aluminum,2
1893,synthetic,4
1893,fibre->felt,1
1893,metal->nickel - possible,1
1893,metal->,4
1893,metal->silver,1
1893,fibre,2
1893,stone,1
1893,metal->iron,1
1893,fibre->linen,1
1893,glass->,8
1893,fibre->cotton,1
1893,metal->platinum,7
1893,synthetic->carbon,7
1893,wood->cork,2
1893,fibre->,1
1893,stone->asbestos,2
1893,ceramic,1
1893,synthetic - possible,1
1893,ceramic->porcelain,1
1893,wood->boxwood,1
1893,fibre->satin,7
1894,metal->steel,7
1894,metal->cast-iron,3
1894,wood->,7
1894,glass->,12
1894,metal->brass,18
1894,paper,15
1894,metal->iron,9
1894,metal->copper,8
1894,synthetic->bakelite,2
1894,fibre,7
1894,metal,16
1894,wood,5
1894,metal->aluminum,4
1894,,1
1894,metal->bronze,2
1894,wood->oak,3
1894,fibre->,2
1894,paper->cardboard,3
1894,wood->bamboo,1
1894,resin->rubber,2
1894,skin->leather,4
1894,fibre->felt,2
1894,metal->,3
1894,synthetic->plastic,1
1894,glass,11
1894,metal->chromium,1
1894,metal->silver,2
1894,metal->nickel,2
1894,paper->,1
1894,wood->cork,5
1894,fibre->linen,1
1894,ceramic->porcelain,2
1894,metal->platinum,6
1894,synthetic->carbon,7
1894,ceramic,2
1894,ceramic->,1
1894,stone->asbestos,1
1894,metal->steel - possible,1
1894,stone->mica,1
1894,metal->bronze - possible,1
1894,resin->gutta-percha - possible,1
1894,synthetic,1
1894,metal->tin,1
1895,metal->iron,11
1895,metal->brass,84
1895,metal->copper,13
1895,metal,60
1895,glass,164
1895,fibre,18
1895,paper->card stock,14
1895,wood->,36
1895,paper,171
1895,wood,77
1895,,12
1895,metal->cast-iron,12
1895,metal->steel,57
1895,glass->,77
1895,skin->leather,5
1895,metal->,18
1895,metal->aluminum,1
1895,resin->rubber,5
1895,wood->oak,2
1895,metal->lead,1
1895,metal->bronze,2
1895,synthetic->bakelite,4
1895,wood->walnut,1
1895,skin,17
1895,resin,16
1895,fibre->felt,2
1895,synthetic,6
1895,metal->nickel,3
1895,glass->enamel,5
1895,paper->cardboard,3
1895,wood->mahogany,1
1895,fibre->velvet,2
1895,synthetic->leatherette,1
1895,fibre->,6
1895,stone->marble,3
1895,wood->ash,1
1895,synthetic->plastic,1
1895,metal->iron - possible,1
1895,metal->silver,2
1895,fibre->silk,1
1895,fibre->linen,2
1895,paper->,34
1895,metal->platinum,15
1895,synthetic->carbon,21
1895,ceramic->porcelain,9
1895,wood->cork,43
1895,ceramic,5
1895,ceramic->porcelain - possible,3
1895,stone->slate,3
1895,synthetic->,2
1895,ceramic->,4
1895,fibre->silk - possible,2
1895,metal->tin,1
1895,stone,5
1895,metal->steel - possible,14
1895,metal->brass - possible,20
1895,metal->silver - possible,3
1895,wood->mahogany - possible,2
1895,bone - possible->ivory - possible,2
1895,metal->cast-iron - possible,1
1895,synthetic - possible,10
1895,metal->copper - possible,5
1895,synthetic - possible->,3
1895,fibre - possible->,2
1895,resin - possible->wax - possible,1
1895,metal - possible,1
1895,metal->stainless steel - possible,1
1895,resin - possible->rubber - possible,2
1895,glass - possible->,1
1895,resin->vulcanite - possible,8
1895,fibre - possible,1
1895,stone - possible,12
1895,stone->sand,8
1895,stone->quartz,1
1895,animal->sponge,1
1895,animal,82
1895,plant,29
1895,animal->hair - possible,3
1895,animal->hair,22
1895,animal->,1
1895,skin->lizard,2
1895,animal->feather,1
1895,synthetic->foam,1
1895,plant->,1
1895,stone - possible->mica - possible,1
1895,paper - possible->cardboard,36
1895,resin - possible,67
1895,:animal,8
1895,bone->horn,3
1895,shell,3
1896,paper,58
1896,metal->brass,16
1896,wood->,10
1896,wood->mahogany,1
1896,metal->steel,9
1896,synthetic->bakelite,2
1896,stone,1
1896,glass,6
1896,wood->oak,2
1896,metal->,7
1896,resin->wax,1
1896,metal,25
1896,,1
1896,stone->granite,1
1896,wood,10
1896,metal->cast-iron,3
1896,metal->tin,1
1896,glass->,6
1896,bone->ivory,2
1896,resin->rubber,3
1896,skin->leather,3
1896,synthetic->plastic,1
1896,paper->cardboard,2
1896,metal->brass - possible,1
1896,synthetic->,3
1896,skin->leather - possible,1
1896,resin,2
1896,metal->copper,4
1896,metal->iron,6
1896,synthetic,10
1896,fibre,4
1896,ceramic,2
1896,metal->silver,3
1896,metal->nickel,1
1896,paper->,1
1896,fibre->,3
1896,wood->cork,1
1896,synthetic->carbon,3
1896,metal->platinum,2
1896,stone->asbestos,1
1896,ceramic->porcelain,3
1896,metal->bronze,2
1896,synthetic - possible,2
1896,resin - possible,1
1896,stone->mica,1
1896,fibre->silk,1
1896,wood->pine,1
1897,paper->cardboard,3
1897,paper,25
1897,metal,22
1897,wood,14
1897,wood->,7
1897,metal->brass,15
1897,metal->nickel,5
1897,synthetic,2
1897,metal->iron,7
1897,,3
1897,metal->steel,13
1897,glass->,7
1897,resin->rubber,3
1897,fibre->canvas,2
1897,metal->cast-iron,6
1897,wood->oak - possible,1
1897,wood->ash - possible,1
1897,wood->oak,5
1897,metal->,8
1897,metal->tin,1
1897,wood->cork,5
1897,metal->aluminum,2
1897,glass,4
1897,skin->leather,4
1897,glass->enamel,3
1897,fibre,5
1897,paper->,7
1897,metal->copper,8
1897,metal->lead,1
1897,metal->chromium - possible,1
1897,paper->card stock,1
1897,metal->platinum,2
1897,synthetic->carbon,3
1897,ceramic->porcelain,4
1897,metal->bronze,2
1897,stone->mica,1
1897,fibre->,2
1897,stone - possible->mica - possible,1
1897,fibre->silk - possible,1
1897,wood->rosewood,1
1897,wood->pine - possible,2
1897,metal->brass - possible,1
1897,paper - possible,1
1897,synthetic->imitation leather,1
1898,metal,25
1898,glass,24
1898,ceramic,3
1898,paper,34
1898,metal->,7
1898,ceramic->,1
1898,stone->asbestos,1
1898,metal->cast-iron,4
1898,metal->steel,14
1898,metal->copper,9
1898,metal->brass,24
1898,wood->,16
1898,glass->,11
1898,ceramic->porcelain,5
1898,fibre,5
1898,wood,14
1898,fibre->canvas,1
1898,resin->rubber,6
1898,resin->gutta-percha,1
1898,fibre->jute,1
1898,,5
1898,bone->ivory,3
1898,fibre - possible,1
1898,metal->nickel-silver,10
1898,metal->silver,19
1898,synthetic,13
1898,metal->iron,5
1898,metal->bronze,2
1898,wood->mahogany,3
1898,paper->cardboard,5
1898,synthetic->leatherette,1
1898,skin->leather,12
1898,wood->oak,4
1898,metal->tin,4
1898,metal->nickel,2
1898,fibre->,3
1898,paper->,1
1898,fibre->velvet,1
1898,synthetic->,3
1898,fibre->felt,1
1898,wood->pine,1
1898,metal->lead,1
1898,stone->slate,1
1898,synthetic->carbon,6
1898,metal->platinum,4
1898,stone->mica,1
1898,synthetic->bakelite - possible,1
1898,fibre->cotton,1
1898,fibre->silk - possible,1
1898,wood->cork,2
1898,animal,1
1898,resin - possible,1
1898,metal->copper - possible,1
1899,metal->,5
1899,skin->leather,12
1899,resin->rubber,8
1899,wood,87
1899,metal->brass,15
1899,metal,97
1899,glass,14
1899,fibre,7
1899,paper,75
1899,,4
1899,wood->,11
1899,metal->brass - possible,1
1899,metal->cast-iron,6
1899,wood->oak,2
1899,metal->steel,8
1899,metal->nickel,2
1899,fibre->felt,1
1899,synthetic->plastic,1
1899,synthetic,14
1899,metal->iron,7
1899,wood->ebony - possible,1
1899,wood->mahogany,1
1899,glass->,3
1899,metal->aluminum,1
1899,metal->iron - possible,4
1899,fibre->canvas,1
1899,metal->copper,80
1899,paper->,1
1899,synthetic->carbon,1
1899,stone->mica,2
1899,metal->bronze,1
1899,ceramic->porcelain,2
1899,synthetic->bakelite,3
1899,resin->gutta-percha,1
1899,metal->zinc,1
1899,paper->cardboard,2
1899,metal - possible,1
1900,metal->iron,111
1900,glass,165
1900,metal,1126
1900,wood,271
1900,fibre,91
1900,metal->brass,497
1900,wood->,246
1900,metal->steel,165
1900,bone->ivory,9
1900,fibre->felt,9
1900,synthetic,66
1900,metal->aluminum,12
1900,stone->mica,14
1900,metal->silver,27
1900,paper,166
1900,metal->,177
1900,skin->leather,241
1900,metal->iron - possible,10
1900,ceramic,16
1900,resin->rubber - possible,8
1900,wood->oak - possible,2
1900,skin,13
1900,resin,3
1900,fibre->,21
1900,resin->rubber,49
1900,synthetic->carbon,45
1900,stone->silica,1
1900,metal->bronze,15
1900,glass->,123
1900,synthetic->plastic,13
1900,paper->,24
1900,synthetic->bakelite,25
1900,metal->copper,98
1900,,42
1900,metal->cast-iron,41
1900,fibre->canvas,12
1900,metal->nickel,25
1900,wood->cork,58
1900,wood->oak,16
1900,wood->iroko - possible,1
1900,synthetic->bakelite - possible,4
1900,metal->tin,8
1900,metal->cast-iron - possible,16
1900,ceramic->porcelain,34
1900,ceramic->pottery - possible,4
1900,ceramic->porcelain - possible,4
1900,ceramic->pottery,4
1900,plant->wicker,2
1900,metal->lead,4
1900,stone->slate,2
1900,stone->marble,2
1900,metal->zinc,2
1900,paper->cardboard,57
1900,resin->ebonite,4
1900,wood->mahogany,11
1900,wood->pine,1
1900,resin->wax,21
1900,wood->ash - possible,2
1900,wood->hickory - possible,2
1900,wood->pine - possible,1
1900,fibre->cotton,16
1900,fibre->silk,3
1900,ceramic->,5
1900,synthetic->celluloid,2
1900,synthetic->,13
1900,ceramic->earthenware,1
1900,wood->cherry - possible,1
1900,animal->hair,2
1900,glass->enamel,1
1900,metal->chromium,2
1900,synthetic->leatherette,2
1900,plant->cane,2
1900,fibre->velvet,10
1900,wood->maple,5
1900,metal->aluminum - possible,5
1900,bone->,1
1900,bone->horn,1
1900,metal->tin - possible,2
1900,stone->asbestos,6
1900,stone,9
1900,animal->,2
1900,stone->slate - possible,1
1900,resin->vulcanite,1
1900,metal->nickel-silver,4
1900,wood->hickory,1
1900,fluid,21
1900,fibre - possible,1
1900,paper->card stock,50
1900,synthetic->French ivory,1
1900,metal->platinum,29
1900,composite,1
1900,fibre->linen,3
1900,bone,3
1900,fibre->wool,1
1900,metal->gold,1
1900,paper->papier-mache,1
1900,metal->mercury,1
1900,synthetic->imitation leather,2
1900,wood->cherry,1
1900,wood->ebony,1
1900,wood->maple - possible,3
1900,wood->ebony - possible,1
1900,metal->steel - possible,83
1900,paper->wax paper - possible,1
1900,paper->wax paper,1
1900,ceramic->earthenware - possible,1
1900,metal->stainless steel - possible,1
1900,metal->lead - possible,1
1900,wood->quassia,1
1900,metal->nickel - possible,58
1900,metal->brass - possible,8
1900,fibre->wool - possible,1
1900,fibre->cotton - possible,3
1900,metal->copper - possible,1
1900,skin->chamois,1
1900,shell,1
1900,skin - possible->leather - possible,2
1900,wood->boxwood,2
1900,wood->birch,1
1900,fibre->velvet - possible,1
1900,resin->vulcanite - possible,1
1900,stone - possible->asbestos - possible,1
1900,composite->ink,1
